"","klasifikasi","score","text"
"285","Netral",0," bareng  pemerintah  pelatihanpelatihan membangun jejaringganjaranowoganjaranowo "
"286","Netral",0," bareng  pemerintah  pelatihanpelatihan membangun jejaringganjaranowoganjaranowo "
"287","Positif",4,"selamat  sukses keda pemerintah kabuten rembang  menerima penghargaan  penyelesaian masteran kota "
"288","Netral",0," bareng  pemerintah  pelatihanpelatihan membangun jejaringganjaranowoganjaranowo "
"289","Negatif",-1,"pemerintah kota bandung raih nghargaan  kementerian keuangan kemenkeu ri  caian oni wajar tan pen "
"290","Netral",0," bareng  pemerintah  pelatihanpelatihan membangun jejaringganjaranowoganjaranowo "
"291","Netral",0," bareng  pemerintah  pelatihanpelatihan membangun jejaringganjaranowoganjaranowo "
"292","Negatif",-1,"bantu pemerintah desa babinsa koramil pulau temiang damngi penyaluran blt dd keda masyarakat "
"293","Netral",0," bareng  pemerintah  pelatihanpelatihan membangun jejaringganjaranowoganjaranowo "
"294","Netral",0," bareng  pemerintah  pelatihanpelatihan membangun jejaringganjaranowoganjaranowo "
"295","Netral",0," bareng  pemerintah  pelatihanpelatihan membangun jejaringganjaranowoganjaranowo "
"296","Negatif",-1," tau  korui  pemerintah diam yg edan gw  saye kt nya nkri  yudikatif ade "
"297","Netral",0," bareng  pemerintah  pelatihanpelatihan membangun jejaringganjaranowoganjaranowo "
"298","Negatif",-1," intinya merintah indonesia orang nya mental koru pilih  yg  korulagi "
"299","Negatif",-1," masyarakat sti dukung langkah merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"300","Netral",0,"ngehack website merintah "
"301","Netral",0,"profesor mersatu  o merintah  osisisehat  prof semoga  ty   "
"302","Netral",0," manta pemerintah lakukan nyaluran blt bbm  timur idonesiabantuanbbmuntukrakyat "
"303","Negatif",-2,"otoritas hong kong  fatwa beijing  menilai akah ngacara asing dibolehkan beracara terkait  ka "
"304","Netral",0,"   k anies  rakyat  wajib otes  merintah digahi  jak rakyat"
"305","Negatif",-1," yaaah masasih jidat model ofesor otak gk nyam  bahasa gitu doang omommmke "
"306","Netral",0,"  merintah ngga  nerima   ormas  sianamng   dananya "
"307","Negatif",-1,"dukung program pemerintah babinsa dampingi tim percepatanpenurunan stunting kunjungi rumah warga  "
"308","Netral",0," ikn merintah rcet digitalisasi kotaduniauntuksemua iknsejahterakanindonesia iknpemerataanekonomi "
"309","Netral",0,"sri mulyani dorong merintah belanja r triliun da desember "
"310","Negatif",-3,"sambut libur natal pemerintah siagakan alat berat  jalan nasional "
"311","Negatif",-2," sertinya    mudah  rakyat   terkenal   mencaci am fitnah "
"312","Negatif",-1," rill cuy temen smgua ya temen sma  mostly   sma   yg beda sma n tetengikut  sek "
"313","Netral",0,"dukung pemerintah menyalurkan bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasarancerdaspakaibbm "
"314","Positif",1,"pemerintah   subsidi mobil listrik pks  kebijakan  mengadaada  cuman utungkan pengusaha "
"315","Netral",0," tegur  partai nasdem yg melalukan kamnye terselubungpemerintah cabut izin pakai lokasi "
"316","Netral",0," dukung ketusan merintah    kesejahteraan masyarakat meningkat"
"317","Netral",0," dukung ketusan merintah    kesejahteraan masyarakat meningkat"
"318","Netral",0,"muehehepemerintah cabut izin pakai temt acara anies baswedan  aceh "
"319","Negatif",-1," ok uud  ngatur  general ta kalo minyak habis gmn ato ka "
"320","Negatif",-1,"bicara urgensi ruu larangan minuman beralkohol fahira idris  pemerintah lindungi generasi mudabaca "
"321","Netral",0,"bareng  pemerintah  pelatihanpelatihan membangun jejaringganjaranowoganjaranowoganjarkita "
"322","Positif",1," hahaha gbk ngga   konser   merintah bilang   world cu u  gbk kakak muda "
"323","Netral",0,"dah sebulan  terntau antrian yg njang  spbu kawasan banda aceham aceh  utk mendatkan bbm butuh r "
"324","Netral",0,"   ndanaan  merintah da tes snbtjawaban  ndanaan  merintah da tes snb "
"325","Netral",0," bagus     revisi  kemarin     tergesagesa   suhars "
"326","Negatif",-2," bodohnya provinsi tuh gak  kekuatan  mam melawan institusi merintah sat  anies "
"327","Negatif",-1," modal pemerintah hada ekonomi  diediksi  suram "
"328","Netral",0,"  sih nyindir merintahwkwk"
"329","Netral",0,"  sih  ghambia pemerintah qta tydac begitwo"
"330","Negatif",-1," anehnya rguruannya   gak dikasih sanksi  dr merintah"
"331","Netral",0,"  mbiayaannya bersumber  apbn  apbd nerimaannya dimasukkan  anggaran pemerintah p "
"332","Negatif",-1," hai kaksesuai dgn pasal  ayat  huruf b uu pph sttd uu hpp  subjek jak  n "
"333","Negatif",-1," pemerintah ri k k akah berani menolak as  tis"
"334","Negatif",-3," ya iyalah  bolhok yg beli tanah milik merintah daerah sdri"
"335","Netral",0," bantuan bencana  merintah maun non merintah ketentuannya hrs  labelnya  rtanggu "
"336","Positif",1," ling duduk  kantor merintah  kelurahan bikin ktp kecamatan  kantor mda"
"337","Negatif",-2,"pemerintah memiliki target  indonesia menurunkan emisi   rsen   harannya indonesia  m "
"338","Netral",0,"ya doakan  mudahmudahan       merintah  lembaga mendorong   sam "
"339","Netral",0,"  tukar motor  listrik  den ya  dat subsidi ucaluhutdirektur jenderal perhubungan "
"340","Positif",2,"menteri koordinator bidang kemaritiman  investasi luhut pandjaitan menurutnya merintah  menyelesaikan "
"341","Positif",1,"thread pemerintah  menyiaan skema mberian subsidi  kendaraan listrik    den  "
"342","Positif",1,"blt bbm  bermanfaat  masyarakat terbaik merintah bantuanbbmuntukrakyatbltbbmtetsasaran "
"343","Negatif",-2," cifor  merintah daerah  mitra melibatkan masyarakat  berrtisisi  uya ncegaha "
"344","Netral",0,"sahabat dw tahukah     obat  mencegah nularan hiv bernama prep   merintah i "
"345","Netral",0,"   bagus karna merintah   mengelola kurs ruah  aja ko blooon  sih karna yan "
"346","Netral",0," harga stb   daerah melambung    stok  langka solusi merintah serti a k"
"347","Netral",0,"mantasangat membanggakan merintah rluas area investasi  iknkotaduniauntuksemuaiknsejahterakanindonesia "
"348","Netral",0," h faisal arif nasution ssos pemerintah provinsi sumatera utara  "
"349","Netral",0,"peminge overlay acwc mbuatan rkir limosin  luasan  ha  street furnitureperseroan berharade "
"350","Netral",0,"dinamika rubahan birokrasi  diimbangi  kemaman  kecetan organisasi merintah  beradaasi "
"351","Netral",0,"  sistem rlementer  kamar serti ausie  inggris emang  merintah b "
"352","Netral",0,"minat investor  pemerintah rluas area investasi  ikn nusantara  mendukung penuh  "
"353","Negatif",-1,"  biar merintah sat gak  dirugikan gimana kalo merintah sat menjogja "
"354","Netral",0,"dukung pemerintah menyalurkan bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasarancerdaspakaibbm "
"355","Negatif",-1," walon  sebar hoax   ya yg  ditangkayg  nggak ditangka a h "
"356","Negatif",-2,"tanah   diakuisisi pemerintah  hektar lahan hak korban gem siadibangunkan risha "
"357","Negatif",-1,"pemerintah sat  kementerian komunikasi  informatika  gencar  kegiatan  m "
"358","Negatif",-3," ta ga kalo hasilnya sitif ta gua daridulu udah ga rcay "
"359","Negatif",-1,"   mama nya teman gua   dat gaji guru  merintah dalem hitungan detik  ny "
"360","Netral",0," wihh sia yg rcaya kalo lo udh  arabero amerikamana bukti nya "
"361","Netral",0,"ketiga kebijakan subsidi bbm  ditemh merintah  berimikasi sitif terhadatekanan inflasi  d "
"362","Negatif",-1,"pemerintah tentukan defisit apbn     persenjakarta  desember biro pers media  informasi s "
"363","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"364","Netral",0,"dukung pemerintah menyalurkan bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasarancerdaspakaibbm "
"365","Netral",0,"  nggak   bantu mediasi  bener buti dinas pendidikan dek kayaknya gend "
"366","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"367","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"368","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"369","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"370","Negatif",-1,"masyarakat aesiasi blt bbm  pemerintahbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"371","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"372","Netral",0,"pemerintah kejar target pendatan negara r t  "
"373","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"374","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"375","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"376","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"377","Positif",1,"enam fokus kebijakan pemerintah da apbn   rcet realisasi belanja  apbn maun apbd khususn "
"378","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"379","Negatif",-1," ya krn lisi  instrumen pemerintahurusan bangunmembangun"
"380","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"381","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"382","Positif",1,"ketua dharma wanita persatuan dwp las metro  nurka lingga mengikuti kegiatan seminar keibadian  rang "
"383","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"384","Netral",0," terimakasih merintah  bltbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"385","Netral",0,"demokrat pemerintah  andalkan imrpartaidemokratahy pemimn mendunia"
"386","Negatif",-1,"  cpns  lingkungan pemerintah kabuten bekasi formasi    resmi dilantik  pns ole "
"387","Netral",0," pemerintah  fokus ngurusin  anies serasa rakyatnya   anies  "
"388","Negatif",-1,"ketiga kebijakan subsidi bahan bakar minyak bbm  ditemh pemerintah da agustus  berimikasi sitif "
"389","Positif",1,"pemerintah  mbangunan sdm  kunci nting cai indonesia emas jokowipresidenku "
"390","Netral",0,"ahy nuhi undangan merintah australiapartaidemokratahy pemimn mendunia"
"391","Positif",1," pemerintah  mbangunan sdm  kunci nting cai indonesia emas  "
"392","Negatif",-2,"pemerintah memutuskan  menaikan tarif komnsasi keda rumah sakit rekanan bpjs   r desember  "
"393","Positif",2," gilaa gokil keren  mas"
"394","Negatif",-1,"  keterangannya presien    kenaikan harga barang  jasa  momok  "
"395","Negatif",-1,"  kota pontianak presiden mengaesiasi kerja merintah daerah    mengendalikan inflasi  da "
"396","Netral",0,"   menyebut standar ganda belom  dukung rusia  halnya  lo "
"397","Netral",0,"rdpu komisi xi pegiat korasi  masukan ruu ppsk  komisi xi  pemerintah  tolak pengawasan korasi k "
"398","Negatif",-1," mohon jawablah rtanyaan  orang yg  ham raturan akah    memasuki n "
"399","Negatif",-1," emang mui    merintah indonesia ya"
"400","Netral",0," menga   hara  bpjs  oduk merintah "
"401","Positif",1,"pemerintah  mbangunan sdm  kunci nting cai indonesia emas jokowipresidenku "
"402","Negatif",-2,"pemerintah sdh  gila lucu nih gegara kreta cet rusak  argo rahyangan "
"403","Negatif",-1," ketiga kebijakan subsidi bahan bakar minyak  ditemh pemerintah da agustus  berimikasi sitif terh "
"404","Negatif",-2," melangkah  hilangkan duka ringankan beban "
"405","Netral",0,"prabowo subianto    menandatangani kesekatan  merintah indonesia  who  membentuk "
"406","Netral",0," diundang pemerintah australia ahy disambut pejabat  akademisi "
"407","Netral",0,"prabowo subianto    menandatangani kesekatan  merintah indonesia  who  membentuk "
"408","Positif",2," keren banget k lisi sarkas merintah kn"
"409","Negatif",-2,"salah  bentuk intoleransi    merintah "
"410","Netral",0,"masyarakat  cerdas memrgunakan blt bbm   merintah bantuansosialbltbbm "
"411","Netral",0,"transformasi bumn  didorong  merintah      mencai  ditargetkan transformasi bu "
"412","Negatif",-1,"konflik ketenagakerjaan  lingkungan ptfi   da   merintah gak  memrnjang izin eks "
"413","Negatif",-1," dayak tanahnya diacak acak  merintah  aja ngedukung jokodok"
"414","Netral",0,"masyarakat  cerdas memrgunakan blt bbm   merintah bantuansosialbltbbm "
"415","Netral",0,"pemerintah salurkan blt bbm tahaiibantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"416","Netral",0," rlu  ketahuincaian  tdk les  strategi resns bri menghada  tantangan  kebij "
"417","Netral",0,"masyarakat  cerdas memrgunakan blt bbm   merintah bantuansosialbltbbm "
"418","Positif",1," presiden   terima kasih  dukungan  masyarakat kalimantan utamanya suku dayak terha "
"419","Netral",0," presiden joko widodo menyamikan  merintah   mbangunan infrastruktur da kawasan inti  "
"420","Netral",0,"masyarakat  cerdas memrgunakan blt bbm   merintah bantuansosialbltbbm "
"421","Positif",1," pemerintah sgt akomodatif "
"422","Netral",0," kalo  gini  mamak ku sti langsung dimarahin"
"423","Negatif",-3,"korban gem cianjur dat rumah  tanah  hunian   hak kelola pemerintah "
"424","Netral",0,"peran umkm    rtumbuhan rekonomian indonesia   mencai    un "
"425","Netral",0,"masyarakat  cerdas memrgunakan blt bbm   merintah bantuansosialbltbbm "
"426","Netral",0,"masuk  tidaknya investor tergantung kelakukan merintah  amatiran keraberbohong  suka   "
"427","Netral",0,"  huebattbahkan  yg   n  mengatasnamakan merintah  reblik mim kali yeee"
"428","Negatif",-2,"bank bri  bank milik merintah alias bank beelat merahdidirikan  membantu  melayani masyarakat  "
"429","Netral",0," pemerintah  nyesuaian harga bbm  melindungi masyarakat dukung t "
"430","Netral",0,"  watak rezim jokowi   anies tabligh akbar ustadz  berani kritik merintah  baka "
"431","Negatif",-1,"kominfo genjot literasi digital  papuapemerintah sat   gencar  kegiatan gun "
"432","Positif",1," emang gabisa dirtanggungjawabin produsen bikin kemasan   nyamh merintah sibuk mikir k "
"433","Netral",0,"pemerintah  memrluas area investasi  iknkotaduniauntuksemuaiknsejahterakanindonesia "
"434","Negatif",-1," benzema gba kante kimmbe nkunku luca hernandez cedera match "
"435","Netral",0," tugas pln  lokasi bencana   metaan damk gem bumi   rekomendasi "
"436","Negatif",-1,"  gak  kecewa  kebijakan merintah kongo"
"437","Netral",0,"ahy disambut akademisi  jabat blikpartaidemokratahy pemimn mendunia"
"438","Netral",0,"   merintah   iblisnya serti   "
"439","Negatif",-1,"kebijakan subsidi bbm   merintah berdamk sitif terhadatekanan inflasi  daya beli masyarakat  "
"440","Negatif",-1,"ganjar mendorong merintah kabuten malang  masyarakat   mengelola  menata tensi wisata  "
"441","Negatif",-1,"ganjar mendorong merintah kabuten malang  masyarakat   mengelola  menata tensi wisata  "
"442","Negatif",-1,"ganjar mendorong merintah kabuten malang  masyarakat   mengelola  menata tensi wisata  "
"443","Negatif",-1,"ganjar mendorong merintah kabuten malang  masyarakat   mengelola  menata tensi wisata  "
"444","Negatif",-1,"ketiga kebijakan subsidi bbm  ditemh merintah berimikasi sitif terhadatekanan inflasi  daya beli masyarakat kinerjabriq"
"445","Netral",0,"insktur minahasa  insktur kota manado bak arief fadillah nmemberikan materi  pemeriksaan keuang "
"446","Positif",1,"mantapemerintah nyatakan pembangunan sdm  kunci  cai indonesia emas  jokowipresidenku "
"447","Positif",1,"wargi bandung bedaspemerintah kabuten bandung mendat nghargaan  edikat oni wtp  menteri keua "
"448","Negatif",-1,"ganjar mendorong merintah kabuten malang  masyarakat   mengelola  menata tensi wisata  "
"449","Netral",0,"revisu uu ikn   mengakomodasi  investor temnasional "
"450","Negatif",-1,"ganjar mendorong merintah kabuten malang  masyarakat   mengelola  menata tensi wisata  "
"451","Negatif",-1,"kalrestabes medan mengikuti rat koordinasi  rangka penertiban  pengamanan barang milik daerah pemerinta "
"452","Negatif",-2," bank bri  bank milik merintah  memiliki visi  misi  kuatserta neran teknis  mekanis "
"453","Negatif",-1,"ganjar mendorong merintah kabuten malang  masyarakat   mengelola  menata tensi wisata  "
"454","Negatif",-1,"pemerintah didesak cari solusi stok beras menis  jokowi ingatkan kela daerah  realisasikan apbd  pe "
"455","Negatif",-1," kebijakan subsidi bahan bakar minyak bbm yg ditemh pemerintah da agustus  berimikasi sitif terh "
"456","Positif",1,"pemerintah  keasikan berlitik  rtai litik sibuk menuhankan uang  botet"
"457","Negatif",-1,"ganjar mendorong merintah kabuten malang  masyarakat   mengelola  menata tensi wisata  "
"458","Netral",0,"pemerintah kota sorong mencanangkan  natal   ditandai  karnaval santa claus  dibuka  "
"459","Positif",1," kemajuan a  bebera     les   kebijakan   diteta "
"460","Negatif",-1,"kalrestabes medan mengikuti rat koordinasi  rangka penertiban  pengamanan barang milik daerah pemerinta "
"461","Positif",1," kemajuan a  bebera     les   kebijakan   diteta "
"462","Positif",1," kemajuan a  bebera     les   kebijakan   diteta "
"463","Negatif",-1,"kalrestabes medan mengikuti rat koordinasi  rangka penertiban  pengamanan barang milik daerah pemerinta "
"464","Negatif",-1,"saa ae nyindir merintah  a nih   manfaat gas air mata abera nama  nembakda kemanauda "
